2024-03-12 01:04:19	26.9	37.9	54
2024-03-12 01:04:21	26.9	38	54
2024-03-12 01:04:23	26.9	38	54
2024-03-12 01:04:29	26.9	37.9	54
2024-03-12 01:04:33	26.9	37.9	54
2024-03-12 01:04:35	26.9	37.9	54
2024-03-12 01:04:39	26.9	38	54
2024-03-12 01:04:43	26.9	37.9	54
2024-03-12 01:04:45	26.9	37.9	54
2024-03-12 01:04:47	26.9	37.9	54
2024-03-12 01:04:49	26.9	37.9	54
2024-03-12 01:04:51	26.9	37.9	54
2024-03-12 01:04:57	26.9	37.9	54
2024-03-12 01:04:59	26.9	37.8	54
2024-03-12 01:05:01	26.9	37.8	54
2024-03-12 01:05:05	26.9	37.7	54
2024-03-12 01:05:07	26.9	37.7	54
2024-03-12 01:05:12	26.9	37.8	54
2024-03-12 01:05:14	26.9	37.9	54
2024-03-12 01:05:18	26.9	37.9	54
2024-03-12 01:05:20	26.9	37.8	54
2024-03-12 01:05:24	26.9	37.8	54
2024-03-12 01:05:26	26.9	37.8	54
2024-03-12 01:05:30	26.9	37.9	54
2024-03-12 01:05:32	26.9	37.9	54
2024-03-12 01:05:34	26.9	37.9	54
2024-03-12 01:05:36	26.9	38	54
2024-03-12 01:05:38	26.9	37.9	54
2024-03-12 01:05:40	26.9	38	54
2024-03-12 01:05:44	26.9	38	54
2024-03-12 01:05:46	26.9	37.9	54
2024-03-12 01:05:50	26.9	37.9	54
2024-03-12 01:05:52	26.9	37.9	54
2024-03-12 01:05:54	26.9	37.9	54
2024-03-12 01:05:56	26.9	37.9	54
2024-03-12 01:06:00	26.9	38	54
2024-03-12 01:06:09	26.9	37.6	54
2024-03-12 01:06:11	26.9	37.6	54
2024-03-12 01:06:15	26.9	37.5	54
2024-03-12 01:06:19	26.9	37.5	54
2024-03-12 01:06:21	26.9	37.5	54
2024-03-12 01:06:23	26.9	37.5	54
2024-03-12 01:06:27	26.9	37.4	54
2024-03-12 01:06:29	26.9	37.4	54
2024-03-12 01:06:31	26.9	37.4	54
2024-03-12 01:06:35	26.9	37.4	54
2024-03-12 01:06:37	26.9	37.3	54
2024-03-12 01:06:39	26.9	37.3	54
2024-03-12 01:06:47	26.9	37.2	54
2024-03-12 01:06:53	26.8	37.2	54
2024-03-12 01:06:55	26.9	37.2	54
2024-03-12 01:07:01	26.9	37.4	54
2024-03-12 01:07:06	26.9	37.6	54
2024-03-12 01:07:08	26.9	37.8	54
2024-03-12 01:07:10	26.8	37.7	54
2024-03-12 01:07:16	26.9	37.8	54
2024-03-12 01:07:18	26.9	37.8	54
2024-03-12 01:07:20	26.9	37.8	54
2024-03-12 01:07:22	26.9	37.9	54
2024-03-12 01:07:24	26.8	37.9	54
2024-03-12 01:07:26	26.9	37.9	54
2024-03-12 01:07:30	26.8	37.8	54
2024-03-12 01:07:32	26.9	37.8	54
